%Time ,Heat_cons,ElecHigh,ElecLow,CO2_cons,Irr,Drain,,,,,
43815,2.7561,0.918666667,0,0.007124739,0,0,,,,,
43816,1.1223,0.80925,0,0.0082375,0,0,,,,,
43817,0.9948,0.66825,0.54,0.012771667,0,0,,,,,
43818,0.0957,0.864,0.54,0.027889167,0,0,,,,,
43819,1.7175,0.8775,0.551333333,0.025095,0.6565,0,,,,,
43820,2.2839,0.87075,0.135,0.024883333,0,0,,,,,
43821,0.5472,1.047916667,0.189,0.019515833,0,0,,,,,
43822,1.6572,1.19,0,0.016420833,0.2626,0,,,,,
43823,1.7511,1.201333333,0,0.017055833,1.1817,0,,,,,
43824,1.683,1.19,0,0.01204,4.7268,0,,,,,
43825,2.5671,1.201333333,0,0.009535833,1.5756,0,,,,,
43826,2.1432,1.201333333,0,0.012195833,1.5756,0,,,,,
43827,2.9772,1.201333333,0,0.009870833,0.7878,0,,,,,
43828,3.6384,1.201333333,0,0.010474167,0.7878,0,,,,,
43829,4.7106,1.110666667,0.136,0.016101667,0.7878,0,,,,,
43830,2.3508,1.407,0.081,0.0147575,2.3634,1,,,,,
43831,3.3297,1.462,0.136,0.0160275,2.3634,0.87,,,,,
43832,3.9537,1.473333333,0.136,0.017045833,2.3634,0.83,,,,,
43833,3.7311,1.462,0.136,0.023416667,1.8382,0.49,,,,,
43834,3.0975,1.462,0.136,0.02565,1.8382,0.51,,,,,
43835,3.2661,1.462,0.136,0.020455,1.8382,0.35,,,,,
43836,2.6088,1.462,0.544,0.0413275,2.1008,0.57,,,,,
43837,1.9659,1.36,0.544,0.034661667,2.1008,0.68,,,,,
43838,1.4247,1.461916667,0.544,0.052185,2.1008,0.55,,,,,
43839,1.8804,1.462,0.544,0.051923333,2.1008,0.65,,,,,
43840,2.3859,1.462,0.544,0.042994167,2.1008,0.71,,,,,
43841,3.0525,1.473333333,0.544,0.044068333,2.1008,0.39,,,,,
43842,2.8341,1.462,0.544,0.047726667,2.3634,0.47,,,,,
43843,1.6479,1.36,0.884,0.0450825,2.626,0.9,,,,,
43844,2.295,1.462,0.884,0.054881667,2.626,0.726363636,,,,,
43845,2.6283,0.905166667,0.51975,0.039848333,2.626,0.67,,,,,
43846,1.5339,1.462,0.884,0.04322,2.626,0.87,,,,,
43847,2.4228,1.337333333,0.884,0.051169167,2.626,0.58,,,,,
43848,2.2023,1.473333333,0.884,0.051039167,2.626,0.57,,,,,
43849,2.0106,1.462,0.884,0.042390833,2.8886,0.72,,,,,
43850,2.4981,1.462,0.884,0.0362325,2.8886,0.75,,,,,
43851,2.781,1.473333333,0.884,0.036738333,2.8886,0.68,,,,,
43852,2.3283,1.473333333,0.884,0.037320833,2.8886,0.83,,,,,
43853,1.404,1.473333333,0.884,0.037936667,2.8886,0.72,,,,,
43854,2.4696,1.462,0.884,0.035574167,2.8886,0.67,,,,,
43855,3.1452,1.496,0.884,0.036076667,2.8886,0.52,,,,,
43856,1.4349,1.496,0.884,0.043914167,2.8886,0.77,,,,,
43857,1.5651,1.269333333,0.884,0.051376667,2.8886,0.5,,,,,
43858,2.9538,1.462,0.884,0.055005,2.8886,0.53,,,,,
43859,2.2737,1.473333333,0.884,0.057493333,2.8886,0.38,,,,,
43860,1.9962,1.32425,0.884,0.051380833,3.1512,0.81,,,,,
43861,2.3193,1.473333333,0.71225,0.05053,3.1512,0.72,,,,,
43862,1.764,1.484666667,0.71225,0.0617075,3.4138,1.08,,,,,
43863,2.4204,1.473333333,0.71225,0.046169167,3.939,1.08,,,,,
43864,1.3974,1.462,0.719,0.056119167,3.939,1.33,,,,,
43865,3.3327,1.462,0.719,0.05273,3.939,1.01,,,,,
43866,1.1598,1.473333333,0.719,0.040436667,3.939,1.07,,,,,
43867,1.2222,1.462,0.884,0.048825,3.939,1.22,,,,,
43868,1.6401,1.462,0.884,0.047160833,3.939,0.99,,,,,
43869,2.6085,1.462,0.884,0.041645833,3.939,1.11,,,,,
43870,3.651,1.462,0.884,0.062796667,3.939,0.98,,,,,
43871,2.7837,1.462,0.884,0.070030833,3.939,0.98,,,,,
43872,3.1578,1.473333333,0.884,0.07028,3.939,1.14,,,,,
43873,2.6451,1.462,0.884,0.065980833,4.4642,1.13,,,,,
43874,3.1899,1.462,0.884,0.043008333,5.7772,2.12,,,,,
43875,2.0688,1.462,0.884,0.0506125,5.7772,2.53,,,,,
43876,2.088,1.473333333,0.816,0.0536625,5.5146,2.16,,,,,
43877,3.4248,1.462,0.816,0.066935833,5.5146,1.94,,,,,
43878,3.2394,1.462,0.816,0.05468,5.5146,1.8,,,,,
43879,3.1653,1.462,0.816,0.05728,5.7772,2.05,,,,,
43880,2.6715,1.45975,0.804666667,0.060411667,6.3024,2.18,,,,,
43881,3.702,1.462,0.816,0.056999167,6.3024,2.45,,,,,
43882,3.987,1.462,0.816,0.0534175,6.3024,2.42,,,,,
43883,4.2213,1.473333333,0.816,0.058146667,5.252,1.57,,,,,
43884,4.3887,1.473333333,0.816,0.05935,4.9894,1.86,,,,,
43885,4.2423,1.473333333,0.816,0.0426475,4.9894,1.58,,,,,
43886,2.5842,0.804666667,0.816,0.055064167,4.7268,1.24,,,,,
43887,3.8964,1.473333333,0.816,0.0501825,4.9894,1.08,,,,,
43888,4.5552,1.462,0.816,0.037030833,5.252,1.62,,,,,
43889,3.9042,1.473333333,0.816,0.046748333,5.7772,2.04,,,,,
43890,3.2064,1.462,0.816,0.062228333,5.7772,2.24,,,,,
43891,4.02,1.462,0.816,0.055776667,5.7772,1.74,,,,,
43892,4.0449,1.462,0.816,0.036538333,5.7772,2.09,,,,,
43893,2.4825,1.462,0.816,0.053143333,6.0398,2.17,,,,,
43894,1.5603,1.462,0.816,0.0525825,6.0398,2.16,,,,,
43895,3.8598,1.496,0.816,0.043695,6.0398,2.38,,,,,
43896,2.535,1.496,0.816,0.045445833,6.0398,2.24,,,,,
43897,2.3418,1.496,0.816,0.050531667,4.7268,0.97,,,,,
43898,3.504,1.496,0.816,0.0529275,5.5146,1.62,,,,,
43899,2.0805,1.462,0.816,0.057749167,5.5146,2.02,,,,,
43900,4.0974,1.462,0.816,0.051058333,4.4642,0.89,,,,,
43901,1.5051,1.462,0.816,0.056383333,5.5146,2.02,,,,,
43902,2.8317,1.462,0.816,0.070580833,5.5146,1.52,,,,,
43903,2.7504,1.496,0.816,0.058260833,5.5146,1.66,,,,,
43904,1.8954,1.496,0.816,0.0508075,5.5146,1.57,,,,,
43905,2.6631,1.473333333,0.811416667,0.052405,5.5146,1.62,,,,,
43906,1.0446,1.462,0.816,0.051556667,5.5146,1.57,,,,,
43907,1.533,1.462,0.816,0.056460833,5.5146,1.43,,,,,
43908,1.5717,1.462,0.816,0.052921667,5.5146,1.81,,,,,
43909,1.7061,1.462,0.816,0.040784167,5.5146,2.18,,,,,
43910,2.7453,1.462,0.816,0.045283333,4.7268,1.5,,,,,
43911,1.9635,1.462,0.725333333,0.058080833,5.252,1.01,,,,,
43912,2.4336,1.462,0.544,0.05728,5.252,0.79,,,,,
43913,2.4285,1.462,0.544,0.057209167,5.5146,0.72,,,,,
43914,2.0304,1.462,0.544,0.055325833,7.6154,2.01,,,,,
43915,1.9668,1.462,0.544,0.058168333,7.6154,2.2,,,,,
43916,2.0277,1.326,0.102,0.0443025,7.878,2.18,,,,,
43917,2.2728,1.326,0,0.042905,7.3528,1.98,,,,,
43918,2.1069,1.326,0,0.044906667,7.3528,1.89,,,,,
43919,2.7171,1.235333333,0,0.047476667,7.3528,2.68,,,,,
43920,2.6031,1.19,0,0.032019167,7.3528,2.95,,,,,
43921,2.6685,1.19,0,0.048815,4.9894,1.37,,,,,
43922,2.5668,1.19,0,0.023839167,5.5146,2.09,,,,,
43923,2.0922,1.19,0,0.0325175,5.252,2.27,,,,,
43924,1.8969,1.19,0,0.036164167,4.3329,1.57,,,,,
43925,2.142,1.19,0,0.07082,4.3329,0.46,,,,,
43926,1.7835,1.201333333,0,0.082865,5.1207,0.65,,,,,
43927,1.0245,1.439333333,0,0.055803333,9.0597,3.5,,,,,
43928,1.3821,1.450666667,0,0.052598333,10.6353,4.94,,,,,
43929,0.8247,1.439333333,0,0.040076667,7.878,3.2,,,,,
43930,0.8979,0.646,0,0.050819167,7.4841,2.65,,,,,
43931,1.2741,0.646,0,0.0554775,7.4841,2.8,,,,,
43932,1.1445,0.646,0,0.056150833,9.4536,4.26,,,,,
43933,1.0506,0.646,0,0.0548575,9.4536,4.97,,,,,
43934,1.7043,0.238,0,0.046585,9.4536,4.89,,,,,
43935,1.5732,0.238,0,0.0319675,9.4536,6.11,,,,,
43936,1.4679,0.238,0,0.049496667,11.0292,5.17,,,,,
43937,1.4007,0.238,0,0.055015,11.0292,4.87,,,,,
43938,1.1868,0.238,0,0.056165,8.6658,3.25,,,,,
43939,1.935,0.249333333,0,0.0229375,5.1207,2.14,,,,,
43940,0.7509,0.260666667,0,0.05469,7.0902,2.01,,,,,
43941,1.4259,0,0,0.061606667,7.0902,1.66,,,,,
43942,1.1475,0,0,0.065116667,7.878,2.36,,,,,
43943,0.9294,0,0,0.06622,7.878,1.95,,,,,
43944,0.8499,0,0,0.060101667,9.0597,3.43,,,,,
43945,0.7602,0,0,0.059560833,9.0597,3.14,,,,,
43946,1.3149,0,0,0.029329167,9.0597,4.14,,,,,
43947,1.3608,0,0,0.048060833,9.0597,3.35,,,,,
43948,1.0686,0,0,0.064114167,9.4536,3.1,,,,,
43949,3.681,0,0,0.013859167,9.4536,4.98,,,,,
43950,1.3779,0,0,0.030959167,9.4536,4.67,,,,,
43951,1.1904,0,0,0.0513875,9.4536,3.86,,,,,
43952,1.7202,0,0,0.043078333,9.4536,4.51,,,,,
43953,0.7791,0,0,0.056535833,7.4841,2.48,,,,,
43954,0.9033,0,0,0.038956667,7.4841,2.79,,,,,
43955,0.7065,0,0,0.05647,7.4841,2.32,,,,,
43956,1.1976,0,0,0.062221667,7.4841,2.24,,,,,
43957,1.1043,0,0,0.058019167,7.4841,2.05,,,,,
43958,0.9195,0,0,0.0514725,7.4841,2.33,,,,,
43959,0.6576,0,0,0.0522725,7.4841,2.51,,,,,
43960,0.4248,0,0,0.066065833,7.4841,2.34,,,,,
43961,0.735,0,0,0.042858333,7.878,3.16,,,,,
43962,1.503,0,0,0.062649167,7.878,3.05,,,,,
43963,0.828,0,0,0.042461667,7.878,3.45,,,,,
43964,1.2063,0,0,0.034595,7.878,4.05,,,,,
43965,1.3491,0,0,0.061626667,6.6963,2.94,,,,,
43966,1.2231,0,0,0.062920833,7.878,3.38,,,,,
43967,0.7491,0,0,0.025748333,6.6963,2.63,,,,,
43968,0.9471,0,0,0.03173,6.6963,2.2,,,,,
43969,0.4398,0,0,0.031638333,6.6963,2.32,,,,,
43970,0.177,0,0,0.0329925,6.6963,2.71,,,,,
43971,0.1209,0,0,0.02889,6.6963,2.69,,,,,
43972,0.0411,0,0,0.021614167,6.6963,2.39,,,,,
43973,0,0,0,0.0163275,6.6963,3.24,,,,,
43974,0.1734,0,0,0.02373,7.0902,2.34,,,,,
43975,0.9567,0,0,0.0052625,6.3024,3.49,,,,,
43976,0.4251,0,0,0.023851667,5.5146,1.53,,,,,
43977,0.3609,0,0,0.02056,5.5146,1.61,,,,,
43978,0.1644,0,0,0.024920833,5.9085,1.66,,,,,
43979,0.585,0,0,0.024555,6.3024,2.27,,,,,
43980,0.4713,0,0,0.027046667,3.5451,1.16,,,,,
